item_id,project_id,category,sub_category,item_name,unit,quantity,rate_per_unit_inr,amount_inr
ITM002047,PRJ0065,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,85618.28,760.88,65145236.89
ITM002048,PRJ0065,Civil,Earthwork,Excavation for foundation,cum,4638.64,218.43,1013218.14
ITM002049,PRJ0065,Civil,Plastering,Internal cement plaster 12mm,sqm,426511.92,204.45,87200362.04
ITM002050,PRJ0065,Civil,Masonry,AAC block masonry (200mm),sqm,93379.64,674.9,63021919.04
ITM002051,PRJ0065,Civil,Reinforcement,TMT steel bars Fe 500,kg,837585.33,75.87,63547598.99
ITM002052,PRJ0065,Civil,Roofing,RCC roof slab with waterproofing,sqm,204517.57,1363.82,278925152.32
ITM002053,PRJ0065,Civil,Concrete,RCC M25 for footings/columns,cum,7206.48,8558.16,61674208.88
ITM002054,PRJ0065,Civil,Doors and Windows,Flush doors with frame,nos,271.0,8913.57,2415577.47
ITM002055,PRJ0065,Civil,Flooring,Granite flooring,sqm,37141.14,2191.74,81403722.18
ITM002056,PRJ0065,Civil,Concrete,RCC M25 for slabs/beams,cum,6382.66,9419.5,60121465.87
ITM002057,PRJ0065,Civil,Earthwork,Backfilling with excavated earth,cum,1983.42,147.45,292455.28
ITM002058,PRJ0065,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,2409.69,4356.08,10496802.42
ITM002059,PRJ0065,Civil,Painting,Interior emulsion paint (2 coats),sqm,407344.88,119.84,48816210.42
ITM002060,PRJ0065,Civil,Structural Steel,Structural steel fabrication & erection,kg,475469.34,120.89,57479488.51
ITM002061,PRJ0065,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,17069.29,370.5,6324171.95
ITM002062,PRJ0065,Civil,Doors and Windows,Aluminium windows with glazing,sqm,20479.0,4473.05,91603590.95
ITM002063,PRJ0065,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1314.6,1401.46,1842359.32
ITM002064,PRJ0065,Electrical,Switchgear,MCCB panel 200A,nos,17.0,20106.63,341812.71
ITM002065,PRJ0065,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,111503.35,45.2,5039951.42
ITM002066,PRJ0065,Electrical,Lighting,LED panel light 18W,nos,2904.0,630.59,1831233.36
ITM002067,PRJ0065,Electrical,Cable Trays,GI perforated cable tray,meter,15340.79,407.95,6258275.28
ITM002068,PRJ0065,Electrical,Switchgear,MCB distribution board (8-way),nos,202.0,2510.3,507080.6
ITM002069,PRJ0065,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,168860.83,51.31,8664249.19
ITM002070,PRJ0065,Electrical,Sockets and Switches,Modular switch/socket points,nos,2408.0,452.89,1090559.12
ITM002071,PRJ0065,Electrical,Earthing,Earthing pit with GI strip,nos,84.0,5082.33,426915.72
ITM002072,PRJ0065,Electrical,DG Set,Diesel generator set (backup),nos,1.0,729383.1,729383.1
ITM002073,PRJ0065,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,732546.85,732546.85
ITM002074,PRJ0065,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,57715.69,263.06,15182689.41
ITM002075,PRJ0065,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,172.0,11015.08,1894593.76
ITM002076,PRJ0065,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,22843.66,283.66,6479832.6
ITM002077,PRJ0065,Plumbing,Pumps,Centrifugal water pump set,nos,6.0,25576.7,153460.2
ITM002078,PRJ0065,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,175.0,4743.46,830105.5
ITM002079,PRJ0066,Civil,Painting,Exterior weatherproof paint,sqm,126133.75,132.35,16693801.81
ITM002080,PRJ0066,Civil,Earthwork,Excavation for foundation,cum,2673.97,196.06,524258.56
ITM002081,PRJ0066,Civil,Masonry,AAC block masonry (200mm),sqm,46538.39,593.1,27601919.11
ITM002082,PRJ0066,Civil,Roofing,RCC roof slab with waterproofing,sqm,118556.65,1399.8,165955598.67
ITM002083,PRJ0066,Civil,Doors and Windows,Aluminium windows with glazing,sqm,8970.24,4900.33,43957136.18
ITM002084,PRJ0066,Civil,Plastering,Internal cement plaster 12mm,sqm,212512.43,178.25,37880340.65
ITM002085,PRJ0066,Civil,Earthwork,Backfilling with excavated earth,cum,1688.78,134.08,226431.62
ITM002086,PRJ0066,Civil,Doors and Windows,Flush doors with frame,nos,141.0,10394.02,1465556.82
ITM002087,PRJ0066,Civil,Flooring,Granite flooring,sqm,23014.14,3043.34,70039852.83
ITM002088,PRJ0066,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,910.14,4846.34,4410847.89
ITM002089,PRJ0066,Civil,Structural Steel,Structural steel fabrication & erection,kg,265845.65,118.92,31614364.7
ITM002090,PRJ0066,Civil,Concrete,RCC M25 for footings/columns,cum,3933.09,8451.35,33239920.17
ITM002091,PRJ0066,Civil,Reinforcement,TMT steel bars Fe 500,kg,595675.51,70.7,42114258.56
ITM002092,PRJ0066,Civil,Flooring,Vitrified tile flooring,sqm,109786.24,866.96,95180278.63
ITM002093,PRJ0066,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,8.0,43615.35,348922.8
ITM002094,PRJ0066,Electrical,Earthing,Earthing pit with GI strip,nos,47.0,3630.45,170631.15
ITM002095,PRJ0066,Electrical,DG Set,Diesel generator set (backup),nos,1.0,407532.44,407532.44
ITM002096,PRJ0066,Electrical,Lighting,LED panel light 18W,nos,882.0,516.16,455253.12
ITM002097,PRJ0066,Electrical,Sockets and Switches,Modular switch/socket points,nos,2062.0,550.68,1135502.16
ITM002098,PRJ0066,Electrical,Switchgear,MCCB panel 200A,nos,8.0,24955.67,199645.36
ITM002099,PRJ0066,Electrical,Switchgear,MCB distribution board (8-way),nos,125.0,2452.71,306588.75
ITM002100,PRJ0066,Electrical,Cable Trays,GI perforated cable tray,meter,7137.61,398.18,2842053.55
ITM002101,PRJ0066,Electrical,Lighting,LED street/flood light 50W,nos,162.0,1864.23,302005.26
ITM002102,PRJ0066,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,121698.76,29.12,3543867.89
ITM002103,PRJ0066,Electrical,Switchgear,Main LT panel (custom),nos,2.0,157988.48,315976.96
ITM002104,PRJ0066,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,18959.5,207.94,3942438.43
ITM002105,PRJ0066,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,69.0,12017.14,829182.66
ITM002106,PRJ0066,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,156.0,6249.46,974915.76
ITM002107,PRJ0066,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,16183.85,270.98,4385499.67
ITM002108,PRJ0066,Plumbing,Pumps,Centrifugal water pump set,nos,9.0,23015.26,207137.34
ITM002109,PRJ0067,Civil,Structural Steel,Structural steel fabrication & erection,kg,898705.01,130.19,117002405.25
ITM002110,PRJ0067,Civil,Concrete,RCC M25 for footings/columns,cum,7642.77,7752.64,59251644.41
ITM002111,PRJ0067,Civil,Painting,Exterior weatherproof paint,sqm,363873.83,125.2,45557003.52
ITM002112,PRJ0067,Civil,Reinforcement,TMT steel bars Fe 500,kg,1052792.94,64.19,67578778.82
ITM002113,PRJ0067,Civil,Masonry,AAC block masonry (200mm),sqm,115644.08,612.35,70814652.39
ITM002114,PRJ0067,Civil,Plastering,Internal cement plaster 12mm,sqm,521728.41,243.36,126967825.86
ITM002115,PRJ0067,Civil,Flooring,Vitrified tile flooring,sqm,247913.16,1360.18,337206521.97
ITM002116,PRJ0067,Civil,Plastering,External cement plaster 20mm,sqm,222919.22,273.07,60872551.41
ITM002117,PRJ0067,Civil,Painting,Interior emulsion paint (2 coats),sqm,595519.3,136.79,81461085.05
ITM002118,PRJ0067,Civil,Doors and Windows,Flush doors with frame,nos,371.0,13515.97,5014424.87
ITM002119,PRJ0067,Civil,Earthwork,Backfilling with excavated earth,cum,3865.74,203.56,786910.03
ITM002120,PRJ0067,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,3351.55,4513.28,15126483.58
ITM002121,PRJ0067,Civil,Roofing,RCC roof slab with waterproofing,sqm,274122.06,1684.75,461827140.58
ITM002122,PRJ0067,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,25274.42,372.24,9408150.1
ITM002123,PRJ0067,Civil,Flooring,Granite flooring,sqm,31749.52,1917.39,60876212.15
ITM002124,PRJ0067,Electrical,Switchgear,Main LT panel (custom),nos,3.0,150037.34,450112.02
ITM002125,PRJ0067,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,563229.99,563229.99
ITM002126,PRJ0067,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,3178.79,1282.76,4077624.66
ITM002127,PRJ0067,Electrical,Earthing,Earthing pit with GI strip,nos,101.0,5172.26,522398.26
ITM002128,PRJ0067,Electrical,DG Set,Diesel generator set (backup),nos,1.0,537791.08,537791.08
ITM002129,PRJ0067,Electrical,Switchgear,MCCB panel 200A,nos,32.0,27854.32,891338.24
ITM002130,PRJ0067,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,340224.66,30.74,10458506.05
ITM002131,PRJ0067,Electrical,Lighting,LED panel light 18W,nos,2499.0,675.14,1687174.86
ITM002132,PRJ0067,Electrical,Lighting,LED street/flood light 50W,nos,427.0,2564.44,1095015.88
ITM002133,PRJ0067,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,4307.5,715.09,3080250.18
ITM002134,PRJ0067,Electrical,Cable Trays,GI perforated cable tray,meter,17707.91,410.01,7260420.18
ITM002135,PRJ0067,Electrical,Switchgear,MCB distribution board (8-way),nos,367.0,2549.25,935574.75
ITM002136,PRJ0067,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,72337.54,195.66,14153563.08
ITM002137,PRJ0067,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,9.0,59245.73,533211.57
ITM002138,PRJ0067,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,270.0,9697.92,2618438.4
ITM002139,PRJ0067,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,33782.05,275.61,9310670.8
ITM002140,PRJ0067,Plumbing,Pumps,Centrifugal water pump set,nos,15.0,30571.1,458566.5
ITM002141,PRJ0068,Civil,Plastering,External cement plaster 20mm,sqm,109405.4,217.56,23802238.82
ITM002142,PRJ0068,Civil,Concrete,RCC M25 for slabs/beams,cum,4728.36,8955.7,42345773.65
ITM002143,PRJ0068,Civil,Doors and Windows,Flush doors with frame,nos,99.0,12139.4,1201800.6
ITM002144,PRJ0068,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,11906.06,421.96,5023881.08
ITM002145,PRJ0068,Civil,Concrete,RCC M25 for footings/columns,cum,3437.88,8132.88,27959865.49
ITM002146,PRJ0068,Civil,Plastering,Internal cement plaster 12mm,sqm,242303.37,214.41,51952265.56
ITM002147,PRJ0068,Civil,Earthwork,Backfilling with excavated earth,cum,1096.46,156.31,171387.66
ITM002148,PRJ0068,Civil,Flooring,Vitrified tile flooring,sqm,95897.62,1224.5,117426635.69
ITM002149,PRJ0068,Civil,Structural Steel,Structural steel fabrication & erection,kg,320317.15,91.89,29433942.91
ITM002150,PRJ0068,Civil,Painting,Interior emulsion paint (2 coats),sqm,259866.62,112.59,29258382.75
ITM002151,PRJ0068,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,31163.93,686.08,21380949.09
ITM002152,PRJ0068,Civil,Roofing,RCC roof slab with waterproofing,sqm,100335.26,1319.0,132342207.94
ITM002153,PRJ0068,Civil,Masonry,AAC block masonry (200mm),sqm,37836.84,624.32,23622295.95
ITM002154,PRJ0068,Civil,Flooring,Granite flooring,sqm,10048.38,1715.42,17237192.02
ITM002155,PRJ0068,Civil,Painting,Exterior weatherproof paint,sqm,122817.81,125.85,15456621.39
ITM002156,PRJ0068,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,816.85,4203.4,3433547.29
ITM002157,PRJ0068,Electrical,Switchgear,MCCB panel 200A,nos,11.0,21570.65,237277.15
ITM002158,PRJ0068,Electrical,Sockets and Switches,Modular switch/socket points,nos,2025.0,490.55,993363.75
ITM002159,PRJ0068,Electrical,Switchgear,MCB distribution board (8-way),nos,148.0,2055.61,304230.28
ITM002160,PRJ0068,Electrical,Cable Trays,GI perforated cable tray,meter,8190.07,354.95,2907065.35
ITM002161,PRJ0068,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,40428.87,52.25,2112408.46
ITM002162,PRJ0068,Electrical,DG Set,Diesel generator set (backup),nos,1.0,636293.6,636293.6
ITM002163,PRJ0068,Electrical,Earthing,Earthing pit with GI strip,nos,26.0,4724.75,122843.5
ITM002164,PRJ0068,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,51555.19,42.39,2185424.5
ITM002165,PRJ0068,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,8.0,39942.07,319536.56
ITM002166,PRJ0068,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,27788.68,223.74,6217439.26
ITM002167,PRJ0068,Plumbing,Pumps,Centrifugal water pump set,nos,6.0,20493.91,122963.46
ITM002168,PRJ0068,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,13522.05,267.28,3614173.52
ITM002169,PRJ0068,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,114.0,8043.51,916960.14
ITM002170,PRJ0068,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,4.0,55481.03,221924.12
ITM002171,PRJ0068,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,101.0,4214.44,425658.44
ITM002172,PRJ0069,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1420.02,4186.07,5944303.12
ITM002173,PRJ0069,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,12776.9,406.81,5197770.69
ITM002174,PRJ0069,Civil,Concrete,RCC M25 for footings/columns,cum,3518.62,7476.79,26307982.83
ITM002175,PRJ0069,Civil,Flooring,Granite flooring,sqm,17590.53,2797.2,49204230.52
ITM002176,PRJ0069,Civil,Doors and Windows,Flush doors with frame,nos,154.0,8943.14,1377243.56
ITM002177,PRJ0069,Civil,Reinforcement,TMT steel bars Fe 500,kg,814326.38,67.16,54690159.68
ITM002178,PRJ0069,Civil,Concrete,RCC M25 for slabs/beams,cum,6330.52,9372.99,59335900.65
ITM002179,PRJ0069,Civil,Painting,Exterior weatherproof paint,sqm,186926.77,139.17,26014598.58
ITM002180,PRJ0069,Civil,Plastering,External cement plaster 20mm,sqm,158187.14,275.92,43646995.67
ITM002181,PRJ0069,Civil,Masonry,AAC block masonry (200mm),sqm,52771.99,585.53,30899583.3
ITM002182,PRJ0069,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,13.0,28694.12,373023.56
ITM002183,PRJ0069,Electrical,Switchgear,MCCB panel 200A,nos,8.0,17915.87,143326.96
ITM002184,PRJ0069,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,2527.21,770.36,1946861.5
ITM002185,PRJ0069,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,149320.56,29.53,4409436.14
ITM002186,PRJ0069,Electrical,Earthing,Earthing pit with GI strip,nos,30.0,4681.16,140434.8
ITM002187,PRJ0069,Electrical,Sockets and Switches,Modular switch/socket points,nos,2253.0,507.59,1143600.27
ITM002188,PRJ0069,Electrical,Lighting,LED panel light 18W,nos,1837.0,474.12,870958.44
ITM002189,PRJ0069,Electrical,Lighting,Emergency exit light,nos,131.0,1019.17,133511.27
ITM002190,PRJ0069,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,116495.64,62.78,7313596.28
ITM002191,PRJ0069,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,34858.49,198.32,6913135.74
ITM002192,PRJ0069,Plumbing,Pumps,Centrifugal water pump set,nos,9.0,31371.77,282345.93
ITM002193,PRJ0069,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,130.0,6501.36,845176.8
ITM002194,PRJ0069,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,5.0,75654.18,378270.9
ITM002195,PRJ0070,Civil,Doors and Windows,Aluminium windows with glazing,sqm,19779.55,3939.27,77916987.93
ITM002196,PRJ0070,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,24599.35,302.66,7445239.27
ITM002197,PRJ0070,Civil,Concrete,RCC M25 for slabs/beams,cum,9508.66,8240.4,78355161.86
ITM002198,PRJ0070,Civil,Masonry,AAC block masonry (200mm),sqm,97438.57,644.48,62797209.59
ITM002199,PRJ0070,Civil,Roofing,RCC roof slab with waterproofing,sqm,260392.92,1491.73,388435930.55
ITM002200,PRJ0070,Civil,Flooring,Vitrified tile flooring,sqm,268216.14,1079.51,289542005.29
ITM002201,PRJ0070,Civil,Flooring,Granite flooring,sqm,56613.36,2343.94,132698319.04
ITM002202,PRJ0070,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1956.75,4601.91,9004787.39
ITM002203,PRJ0070,Civil,Painting,Interior emulsion paint (2 coats),sqm,598552.74,114.2,68354722.91
ITM002204,PRJ0070,Civil,Doors and Windows,Flush doors with frame,nos,412.0,10424.54,4294910.48
ITM002205,PRJ0070,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,197854.66,50.45,9981767.6
ITM002206,PRJ0070,Electrical,Switchgear,MCCB panel 200A,nos,31.0,21239.98,658439.38
ITM002207,PRJ0070,Electrical,Lighting,LED street/flood light 50W,nos,401.0,1766.01,708170.01
ITM002208,PRJ0070,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,116976.6,45.2,5287342.32
ITM002209,PRJ0070,Electrical,Earthing,Earthing pit with GI strip,nos,120.0,3767.06,452047.2
ITM002210,PRJ0070,Electrical,Lighting,Emergency exit light,nos,161.0,1221.29,196627.69
ITM002211,PRJ0070,Electrical,Transformer,Distribution transformer (as per load calc),nos,2.0,850925.31,1701850.62
ITM002212,PRJ0070,Electrical,Switchgear,Main LT panel (custom),nos,5.0,149979.39,749896.95
ITM002213,PRJ0070,Electrical,DG Set,Diesel generator set (backup),nos,1.0,492799.57,492799.57
ITM002214,PRJ0070,Electrical,Cable Trays,GI perforated cable tray,meter,12677.04,371.64,4711295.15
ITM002215,PRJ0070,Electrical,Lighting,LED panel light 18W,nos,3023.0,469.84,1420326.32
ITM002216,PRJ0070,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,5758.25,806.48,4643913.46
ITM002217,PRJ0070,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,203367.88,33.32,6776217.76
ITM002218,PRJ0070,Electrical,Sockets and Switches,Modular switch/socket points,nos,4328.0,469.97,2034030.16
ITM002219,PRJ0070,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1343.91,1278.0,1717516.98
ITM002220,PRJ0070,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,26126.16,266.79,6970198.23
ITM002221,PRJ0070,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,10.0,62410.51,624105.1
ITM002222,PRJ0070,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,239.0,5775.04,1380234.56
ITM002223,PRJ0071,Civil,Doors and Windows,Aluminium windows with glazing,sqm,22256.37,4834.65,107601759.22
ITM002224,PRJ0071,Civil,Flooring,Granite flooring,sqm,38672.57,2975.45,115068298.41
ITM002225,PRJ0071,Civil,Masonry,AAC block masonry (200mm),sqm,76670.26,573.36,43959660.27
ITM002226,PRJ0071,Civil,Flooring,Vitrified tile flooring,sqm,254981.34,943.14,240483101.01
ITM002227,PRJ0071,Civil,Concrete,RCC M25 for slabs/beams,cum,10525.71,7961.99,83805597.76
ITM002228,PRJ0071,Civil,Plastering,External cement plaster 20mm,sqm,260641.09,214.51,55910120.22
ITM002229,PRJ0071,Civil,Roofing,RCC roof slab with waterproofing,sqm,269263.96,,
ITM002230,PRJ0071,Civil,Reinforcement,TMT steel bars Fe 500,kg,1113339.18,73.53,81863829.91
ITM002231,PRJ0071,Civil,Earthwork,Excavation for foundation,cum,5461.39,219.75,1200140.45
ITM002232,PRJ0071,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,25492.64,316.72,8074028.94
ITM002233,PRJ0071,Civil,Painting,Exterior weatherproof paint,sqm,272526.77,111.01,30253196.74
ITM002234,PRJ0071,Civil,Concrete,RCC M25 for footings/columns,cum,8726.58,7143.98,62342512.99
ITM002235,PRJ0071,Civil,Earthwork,Backfilling with excavated earth,cum,2977.96,176.85,526652.23
ITM002236,PRJ0071,Electrical,Lighting,Emergency exit light,nos,157.0,1167.21,183251.97
ITM002237,PRJ0071,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,421131.88,421131.88
ITM002238,PRJ0071,Electrical,Sockets and Switches,Modular switch/socket points,nos,4667.0,500.24,2334620.08
ITM002239,PRJ0071,Electrical,Switchgear,MCCB panel 200A,nos,22.0,19770.47,434950.34
ITM002240,PRJ0071,Electrical,Cable Trays,GI perforated cable tray,meter,15321.67,488.26,7480958.59
ITM002241,PRJ0071,Electrical,Lighting,LED street/flood light 50W,nos,468.0,2288.23,1070891.64
ITM002242,PRJ0071,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,4794.45,781.27,3745759.95
ITM002243,PRJ0071,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,115169.33,42.81,4930399.02
ITM002244,PRJ0071,Electrical,Earthing,Earthing pit with GI strip,nos,102.0,4312.99,439924.98
ITM002245,PRJ0071,Electrical,Switchgear,MCB distribution board (8-way),nos,230.0,2486.0,571780.0
ITM002246,PRJ0071,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,146170.72,60.73,8876947.83
ITM002247,PRJ0071,Electrical,DG Set,Diesel generator set (backup),nos,1.0,679915.16,679915.16
ITM002248,PRJ0071,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,2323.3,1070.18,2486349.19
ITM002249,PRJ0071,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,233582.31,30.42,7105573.87
ITM002250,PRJ0071,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,24.0,29033.71,696809.04
ITM002251,PRJ0071,Electrical,Switchgear,Main LT panel (custom),nos,4.0,125662.04,502648.16
ITM002252,PRJ0071,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,393.0,3338.77,1312136.61
ITM002253,PRJ0071,Plumbing,Pumps,Centrifugal water pump set,nos,18.0,19447.69,350058.42
ITM002254,PRJ0071,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,8.0,65483.18,523865.44
ITM002255,PRJ0071,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,273.0,9509.49,2596090.77
ITM002256,PRJ0071,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,34869.88,257.21,8968881.83
ITM002257,PRJ0072,Civil,Reinforcement,TMT steel bars Fe 500,kg,826758.41,60.84,50299981.66
ITM002258,PRJ0072,Civil,Structural Steel,Structural steel fabrication & erection,kg,304911.01,109.5,33387755.6
ITM002259,PRJ0072,Civil,Painting,Exterior weatherproof paint,sqm,253077.27,159.66,40406316.93
ITM002260,PRJ0072,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,88554.37,629.82,55773313.31
ITM002261,PRJ0072,Civil,Flooring,Vitrified tile flooring,sqm,200138.59,1069.87,214122273.28
ITM002262,PRJ0072,Civil,Plastering,Internal cement plaster 12mm,sqm,462258.77,181.06,83696572.9
ITM002263,PRJ0072,Civil,Plastering,External cement plaster 20mm,sqm,194228.56,238.85,46391491.56
ITM002264,PRJ0072,Civil,Concrete,RCC M25 for footings/columns,cum,6726.72,9077.93,61064693.29
ITM002265,PRJ0072,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,2170.45,4356.61,9455804.17
ITM002266,PRJ0072,Civil,Doors and Windows,Flush doors with frame,nos,296.0,11104.11,3286816.56
ITM002267,PRJ0072,Civil,Roofing,RCC roof slab with waterproofing,sqm,209584.74,1317.92,276215920.54
ITM002268,PRJ0072,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,15296.81,400.05,6119488.84
ITM002269,PRJ0072,Civil,Earthwork,Excavation for foundation,cum,4468.31,239.81,1071545.42
ITM002270,PRJ0072,Civil,Earthwork,Backfilling with excavated earth,cum,3342.01,161.29,539032.79
ITM002271,PRJ0072,Civil,Painting,Interior emulsion paint (2 coats),sqm,510902.26,103.18,52714895.19
ITM002272,PRJ0072,Civil,Concrete,RCC M25 for slabs/beams,cum,7083.89,8190.79,58022655.37
ITM002273,PRJ0072,Electrical,Switchgear,Main LT panel (custom),nos,3.0,148213.77,444641.31
ITM002274,PRJ0072,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,680595.01,680595.01
ITM002275,PRJ0072,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,217974.56,29.24,6373576.13
ITM002276,PRJ0072,Electrical,Sockets and Switches,Modular switch/socket points,nos,4461.0,509.47,2272745.67
ITM002277,PRJ0072,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,4741.23,688.89,3266185.93
ITM002278,PRJ0072,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,90576.55,46.07,4172861.66
ITM002279,PRJ0072,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1105.73,1062.6,1174948.7
ITM002280,PRJ0072,Electrical,Lighting,LED street/flood light 50W,nos,182.0,1871.14,340547.48
ITM002281,PRJ0072,Electrical,Switchgear,MCCB panel 200A,nos,19.0,24636.04,468084.76
ITM002282,PRJ0072,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,302.0,3482.41,1051687.82
ITM002283,PRJ0072,Plumbing,Pumps,Centrifugal water pump set,nos,16.0,31334.04,501344.64
ITM002284,PRJ0072,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,9.0,54774.38,492969.42
ITM002285,PRJ0073,Civil,Reinforcement,TMT steel bars Fe 500,kg,446642.75,65.8,29389092.95
ITM002286,PRJ0073,Civil,Painting,Exterior weatherproof paint,sqm,148591.07,117.06,17394070.65
ITM002287,PRJ0073,Civil,Roofing,RCC roof slab with waterproofing,sqm,134082.88,1670.5,223985451.04
ITM002288,PRJ0073,Civil,Flooring,Granite flooring,sqm,28665.09,2205.42,63218562.79
ITM002289,PRJ0073,Civil,Doors and Windows,Flush doors with frame,nos,166.0,10439.65,1732981.9
ITM002290,PRJ0073,Civil,Masonry,AAC block masonry (200mm),sqm,60362.14,529.89,31985294.36
ITM002291,PRJ0073,Civil,Concrete,RCC M25 for footings/columns,cum,3886.92,8985.8,34927085.74
ITM002292,PRJ0073,Civil,Plastering,External cement plaster 20mm,sqm,164495.71,229.97,37829078.43
ITM002293,PRJ0073,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,12404.34,418.32,5188983.51
ITM002294,PRJ0073,Civil,Structural Steel,Structural steel fabrication & erection,kg,278181.86,114.55,31865732.06
ITM002295,PRJ0073,Civil,Concrete,RCC M25 for slabs/beams,cum,5106.92,9293.35,47460394.98
ITM002296,PRJ0073,Civil,Plastering,Internal cement plaster 12mm,sqm,345715.34,185.53,64140567.03
ITM002297,PRJ0073,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,71891.64,45.98,3305577.61
ITM002298,PRJ0073,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,830028.89,830028.89
ITM002299,PRJ0073,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,16.0,40628.4,650054.4
