project_id,project_type,state,project_size_sqft,project_duration_months,month_of_construction,contractor_experience_yrs,num_workers,workforce_skill_level,supervision_quality,material_type,blueprint_quantity,actual_quantity_used,wastage_pct,wastage_category,cost_overrun_inr,logistics_score,monsoon_intensity,monsoon_sensitivity
PRJ-0460,Metro Rail,Bihar,8786,48,8,17,324,Skilled,Average,AAC Blocks,393.0,423.98,7.88,Medium,1704.0,0.45,0.85,0.2
PRJ-0461,Metro Rail,Rajasthan,33595,22,3,19,380,Skilled,Poor,HDPE Pipes,596.0,634.37,6.44,Medium,17267.0,0.65,0.0,0.1
PRJ-0462,Bridge Construction,Karnataka,36251,31,3,28,226,Semi-skilled,Poor,Paint,760.0,798.78,5.1,Medium,10858.0,0.72,0.0,0.1
PRJ-0463,Road & Highway,Karnataka,16538,29,1,21,95,Semi-skilled,Poor,OPC Cement,385.4,443.69,15.13,High,22150.0,0.72,0.0,0.7
PRJ-0464,Hospital,Jharkhand,11670,23,6,14,330,Unskilled,Average,Structural Steel,49.6,52.12,5.08,Medium,189000.0,0.42,0.7,0.2
PRJ-0465,Industrial Warehouse,Maharashtra,3582,19,5,4,167,Unskilled,Average,Vitrified Tiles,176.0,201.79,14.65,Medium,16763.0,0.78,0.15,0.2
PRJ-0466,School/College,Gujarat,7140,13,1,4,447,Unskilled,Average,Coarse Aggregate,309.2,354.17,14.54,Medium,53964.0,0.82,0.0,0.5
PRJ-0467,Industrial Warehouse,Karnataka,3952,21,1,19,426,Semi-skilled,Poor,Fly Ash Bricks,448.0,516.25,15.23,High,546.0,0.72,0.0,0.6
PRJ-0468,Industrial Warehouse,Kerala,5401,23,7,27,59,Unskilled,Average,OPC Cement,33.4,38.51,15.29,High,1942.0,0.68,0.9,0.7
PRJ-0469,Hospital,West Bengal,4539,10,1,13,493,Unskilled,Good,TMT Steel,26.1,27.33,4.73,Low,76260.0,0.62,0.0,0.3
PRJ-0470,Metro Rail,Kerala,7156,36,1,19,121,Unskilled,Average,Electrical Cable,1588.0,1694.23,6.69,Medium,233706.0,0.68,0.0,0.1
PRJ-0471,Industrial Warehouse,Rajasthan,7172,15,5,28,77,Skilled,Average,Vitrified Tiles,325.0,350.97,7.99,Medium,16881.0,0.65,0.15,0.2
PRJ-0472,Bridge Construction,Odisha,33392,33,8,30,304,Unskilled,Poor,Vitrified Tiles,725.0,810.73,11.82,Medium,55725.0,0.5,0.85,0.2
PRJ-0473,Residential Apartment,Punjab,12652,20,7,2,100,Skilled,Average,Vitrified Tiles,585.0,657.53,12.4,Medium,47144.0,0.74,0.9,0.2
PRJ-0474,School/College,Uttar Pradesh,12450,15,2,24,329,Unskilled,Average,River Sand,20.4,23.27,14.05,Medium,5166.0,0.58,0.0,0.9
PRJ-0475,Hospital,Karnataka,2425,13,9,29,313,Unskilled,Average,AAC Blocks,326.0,351.35,7.78,Medium,1394.0,0.72,0.6,0.2
PRJ-0476,Residential Apartment,Rajasthan,16065,13,10,5,445,Unskilled,Average,Structural Steel,222.2,236.16,6.28,Medium,1047000.0,0.65,0.2,0.2
PRJ-0477,Metro Rail,Jharkhand,34728,28,3,18,349,Unskilled,Excellent,Vitrified Tiles,354.0,373.9,5.62,Medium,12935.0,0.42,0.0,0.2
PRJ-0478,Hospital,Rajasthan,13270,19,10,1,251,Semi-skilled,Average,HDPE Pipes,783.0,829.91,5.99,Medium,21109.0,0.65,0.2,0.1
PRJ-0479,Data Center,Rajasthan,7859,23,1,12,405,Unskilled,Good,River Sand,252.1,314.37,24.7,High,112086.0,0.65,0.0,0.9
PRJ-0480,Residential Apartment,Madhya Pradesh,23794,34,1,30,72,Semi-skilled,Good,River Sand,73.1,80.66,10.34,Medium,13608.0,0.55,0.0,0.9
PRJ-0481,Residential Apartment,Karnataka,4547,23,3,25,442,Expert,Good,Coarse Aggregate,61.8,65.31,5.68,Medium,4212.0,0.72,0.0,0.5
PRJ-0482,Residential Apartment,Rajasthan,19767,30,5,30,37,Semi-skilled,Poor,River Sand,90.5,105.49,16.57,High,26982.0,0.65,0.15,0.9
PRJ-0483,Metro Rail,Gujarat,18519,29,4,1,105,Unskilled,Poor,River Sand,49.7,64.88,30.53,High,27324.0,0.82,0.05,0.9
PRJ-0484,Metro Rail,Haryana,26717,40,11,28,50,Unskilled,Good,Coarse Aggregate,62.9,67.83,7.83,Medium,5916.0,0.71,0.05,0.5
PRJ-0485,Metro Rail,Rajasthan,49757,20,6,8,457,Unskilled,Average,HDPE Pipes,277.0,296.58,7.07,Medium,8811.0,0.65,0.7,0.1
PRJ-0486,School/College,Rajasthan,13834,14,12,20,119,Skilled,Poor,River Sand,88.3,103.14,16.8,High,26712.0,0.65,0.0,0.9
PRJ-0487,Bridge Construction,Jharkhand,30828,28,4,19,238,Unskilled,Good,TMT Steel,83.2,88.97,6.93,Medium,357740.0,0.42,0.05,0.3
PRJ-0488,Metro Rail,Telangana,40282,59,12,8,82,Unskilled,Excellent,Fly Ash Bricks,1022.0,1185.29,15.98,High,1306.0,0.7,0.0,0.6
PRJ-0489,Bridge Construction,Tamil Nadu,42996,21,3,15,419,Unskilled,Average,AAC Blocks,618.0,686.44,11.07,Medium,3764.0,0.75,0.0,0.2
PRJ-0490,Industrial Warehouse,Maharashtra,3337,15,2,16,225,Unskilled,Average,Fly Ash Bricks,160.0,191.51,19.7,High,252.0,0.78,0.0,0.6
PRJ-0491,Metro Rail,Rajasthan,9296,18,3,13,113,Semi-skilled,Good,Plywood,452.0,540.52,19.58,High,8409.0,0.65,0.0,0.8
PRJ-0492,Commercial Complex,Telangana,16684,22,4,20,427,Unskilled,Poor,Structural Steel,12.7,13.6,7.05,Medium,67500.0,0.7,0.05,0.2
PRJ-0493,Hospital,Tamil Nadu,4753,11,12,16,210,Unskilled,Average,Structural Steel,42.0,45.0,7.13,Medium,225000.0,0.75,0.0,0.2
PRJ-0494,Bridge Construction,West Bengal,14905,60,6,28,280,Semi-skilled,Average,Structural Steel,62.2,64.52,3.73,Low,174000.0,0.62,0.7,0.2
PRJ-0495,Commercial Complex,Haryana,24977,12,3,29,337,Unskilled,Average,Coarse Aggregate,80.3,88.86,10.66,Medium,10272.0,0.71,0.0,0.5
PRJ-0496,Residential Apartment,Maharashtra,21434,17,10,22,399,Skilled,Excellent,AAC Blocks,947.0,965.87,1.99,Low,1038.0,0.78,0.2,0.2
PRJ-0497,Industrial Warehouse,Rajasthan,4130,13,1,23,74,Unskilled,Good,AAC Blocks,757.0,816.34,7.84,Medium,3264.0,0.65,0.0,0.2
PRJ-0498,Metro Rail,Maharashtra,11166,35,6,7,388,Skilled,Poor,Plywood,529.0,677.15,28.0,High,14074.0,0.78,0.7,0.8
PRJ-0499,Commercial Complex,Rajasthan,23829,13,4,17,455,Unskilled,Excellent,Electrical Cable,452.0,474.78,5.04,Medium,50116.0,0.65,0.05,0.1
PRJ-0500,Industrial Warehouse,Rajasthan,10919,12,8,12,374,Semi-skilled,Good,River Sand,27.2,32.38,19.06,High,9324.0,0.65,0.85,0.9
PRJ-0501,Commercial Complex,Madhya Pradesh,9741,34,9,27,150,Semi-skilled,Good,Paint,881.0,937.32,6.39,Medium,15770.0,0.55,0.6,0.1
PRJ-0502,School/College,Odisha,10678,13,2,24,494,Expert,Average,HDPE Pipes,2016.0,2142.13,6.26,Medium,56759.0,0.5,0.0,0.1
PRJ-0503,Hospital,West Bengal,8068,23,1,21,215,Skilled,Poor,Coarse Aggregate,93.2,99.09,6.32,Medium,7068.0,0.62,0.0,0.5
PRJ-0504,Road & Highway,Odisha,43594,55,3,18,240,Unskilled,Average,Vitrified Tiles,394.0,433.41,10.0,Medium,25617.0,0.5,0.0,0.2
PRJ-0505,Residential Apartment,Karnataka,17311,34,6,18,360,Unskilled,Average,TMT Steel,50.9,54.72,7.51,Medium,236840.0,0.72,0.7,0.3
PRJ-0506,School/College,Uttar Pradesh,9248,19,11,24,289,Semi-skilled,Good,HDPE Pipes,243.0,254.57,4.76,Low,5206.0,0.58,0.05,0.1
PRJ-0507,Industrial Warehouse,Odisha,12460,21,6,23,426,Semi-skilled,Average,River Sand,21.9,26.22,19.72,High,7776.0,0.5,0.7,0.9
PRJ-0508,Residential Apartment,Punjab,10720,24,9,16,84,Semi-skilled,Good,AAC Blocks,200.0,210.43,5.21,Medium,574.0,0.74,0.6,0.2
PRJ-0509,Bridge Construction,Haryana,46788,38,4,24,211,Unskilled,Average,River Sand,17.1,20.38,19.19,High,5904.0,0.71,0.05,0.9
PRJ-0510,School/College,Karnataka,4007,19,3,1,406,Unskilled,Poor,Paint,167.0,188.85,13.08,Medium,6118.0,0.72,0.0,0.1
PRJ-0511,Data Center,Karnataka,8327,13,5,18,230,Unskilled,Good,River Sand,44.7,52.55,17.56,High,14130.0,0.72,0.15,0.9
PRJ-0512,Residential Apartment,Tamil Nadu,7325,19,3,30,160,Unskilled,Average,River Sand,110.4,131.7,19.29,High,38340.0,0.75,0.0,0.9
PRJ-0513,Residential Apartment,Odisha,21840,34,1,21,233,Unskilled,Good,Electrical Cable,865.0,912.45,5.49,Medium,104390.0,0.5,0.0,0.1
PRJ-0514,Residential Apartment,Karnataka,15058,12,7,9,490,Skilled,Average,TMT Steel,40.1,42.83,6.81,Medium,169260.0,0.72,0.9,0.3
PRJ-0515,Metro Rail,Bihar,17131,22,4,16,448,Unskilled,Poor,Paint,1345.0,1450.64,7.85,Medium,29579.0,0.45,0.05,0.1
PRJ-0516,Road & Highway,Telangana,8270,23,2,19,132,Unskilled,Good,HDPE Pipes,782.0,825.2,5.52,Medium,19440.0,0.7,0.0,0.1
PRJ-0517,Industrial Warehouse,Karnataka,5880,22,3,3,64,Expert,Poor,TMT Steel,8.0,8.58,7.3,Medium,35960.0,0.72,0.0,0.3
PRJ-0518,Residential Apartment,Bihar,19330,16,1,15,268,Semi-skilled,Average,Fly Ash Bricks,1251.0,1470.95,17.58,High,1760.0,0.45,0.0,0.6
PRJ-0519,Data Center,Tamil Nadu,13261,21,11,27,450,Unskilled,Excellent,River Sand,24.1,27.99,16.15,High,7002.0,0.75,0.05,0.9
PRJ-0520,Data Center,Rajasthan,12611,24,4,23,500,Unskilled,Poor,AAC Blocks,2150.0,2381.17,10.75,Medium,12714.0,0.65,0.05,0.2
PRJ-0521,Road & Highway,West Bengal,18099,35,3,14,66,Unskilled,Average,River Sand,27.0,32.94,21.98,High,10692.0,0.62,0.0,0.9
PRJ-0522,Road & Highway,Kerala,18473,30,2,26,230,Unskilled,Average,Vitrified Tiles,173.0,199.46,15.3,High,17199.0,0.68,0.0,0.2
PRJ-0523,Bridge Construction,Rajasthan,11104,45,12,10,90,Expert,Good,Structural Steel,35.8,37.36,4.36,Low,117000.0,0.65,0.0,0.2
PRJ-0524,Metro Rail,Rajasthan,12622,30,5,15,111,Semi-skilled,Good,Structural Steel,20.1,20.93,4.11,Low,62250.0,0.65,0.15,0.2
PRJ-0525,School/College,Uttar Pradesh,7884,9,8,14,459,Semi-skilled,Good,Vitrified Tiles,1477.0,1599.98,8.33,Medium,79937.0,0.58,0.85,0.2
PRJ-0526,Bridge Construction,Karnataka,7949,35,10,29,239,Skilled,Average,AAC Blocks,2900.0,3047.93,5.1,Medium,8136.0,0.72,0.2,0.2
PRJ-0527,Commercial Complex,Madhya Pradesh,16463,12,9,3,447,Skilled,Average,Vitrified Tiles,117.0,128.2,9.58,Medium,7280.0,0.55,0.6,0.2
PRJ-0528,Road & Highway,Karnataka,16976,20,5,29,106,Unskilled,Poor,Fly Ash Bricks,1431.0,1637.72,14.45,Medium,1654.0,0.72,0.15,0.6
PRJ-0529,Bridge Construction,Odisha,10096,49,5,6,132,Unskilled,Average,AAC Blocks,1725.0,1893.73,9.78,Medium,9280.0,0.5,0.15,0.2
PRJ-0530,Road & Highway,Madhya Pradesh,42525,34,7,15,311,Skilled,Poor,AAC Blocks,526.0,581.78,10.61,Medium,3068.0,0.55,0.9,0.2
PRJ-0531,Bridge Construction,Odisha,29230,32,9,13,451,Skilled,Average,Vitrified Tiles,1389.0,1487.33,7.08,Medium,63914.0,0.5,0.6,0.2
PRJ-0532,Residential Apartment,Rajasthan,17322,17,12,7,284,Unskilled,Good,OPC Cement,155.5,185.1,19.03,High,11248.0,0.65,0.0,0.7
PRJ-0533,Residential Apartment,Maharashtra,13105,19,10,17,467,Unskilled,Good,Electrical Cable,559.0,605.73,8.36,Medium,102806.0,0.78,0.2,0.1
PRJ-0534,Bridge Construction,Karnataka,30612,35,2,8,184,Skilled,Average,TMT Steel,52.6,56.48,7.37,Medium,240560.0,0.72,0.0,0.3
PRJ-0535,Road & Highway,West Bengal,10089,34,9,22,238,Unskilled,Average,Plywood,730.0,915.97,25.48,High,17667.0,0.62,0.6,0.8
PRJ-0536,Data Center,Punjab,5810,15,2,15,278,Expert,Average,Fly Ash Bricks,996.0,1103.25,10.77,Medium,858.0,0.74,0.0,0.6
PRJ-0537,Road & Highway,West Bengal,30964,42,1,3,297,Skilled,Good,AAC Blocks,2055.0,2205.38,7.32,Medium,8271.0,0.62,0.0,0.2
PRJ-0538,Data Center,Rajasthan,14911,22,7,5,367,Skilled,Good,Structural Steel,39.6,40.63,2.59,Low,77250.0,0.65,0.9,0.2
PRJ-0539,School/College,Haryana,7025,17,2,29,375,Unskilled,Average,HDPE Pipes,766.0,810.27,5.78,Medium,19921.0,0.71,0.0,0.1
PRJ-0540,Residential Apartment,Maharashtra,16837,27,3,30,376,Unskilled,Good,TMT Steel,124.8,131.62,5.46,Medium,422840.0,0.78,0.0,0.3
PRJ-0541,School/College,Rajasthan,1671,22,6,21,450,Skilled,Average,Fly Ash Bricks,1443.0,1589.09,10.12,Medium,1169.0,0.65,0.7,0.6
PRJ-0542,Road & Highway,Uttar Pradesh,33075,20,7,11,480,Unskilled,Good,Electrical Cable,4248.0,4550.53,7.12,Medium,665566.0,0.58,0.9,0.1
PRJ-0543,Bridge Construction,Haryana,43806,50,7,8,128,Unskilled,Average,Electrical Cable,2899.0,3132.18,8.04,Medium,512996.0,0.71,0.9,0.1
PRJ-0544,Road & Highway,Maharashtra,35867,25,7,18,497,Unskilled,Good,Structural Steel,48.4,50.67,4.69,Low,170250.0,0.78,0.9,0.2
PRJ-0545,Data Center,Haryana,10414,16,8,25,61,Semi-skilled,Good,Electrical Cable,1817.0,1967.34,8.27,Medium,330748.0,0.71,0.85,0.1
PRJ-0546,School/College,Kerala,8059,18,9,7,277,Skilled,Good,TMT Steel,177.1,183.43,3.58,Low,392460.0,0.68,0.6,0.3
PRJ-0547,Data Center,West Bengal,10382,21,4,7,175,Semi-skilled,Poor,HDPE Pipes,243.0,261.53,7.63,Medium,8338.0,0.62,0.05,0.1
PRJ-0548,School/College,Odisha,7550,8,8,24,452,Unskilled,Excellent,AAC Blocks,217.0,237.72,9.55,Medium,1140.0,0.5,0.85,0.2
PRJ-0549,Residential Apartment,Jharkhand,22866,21,11,19,90,Unskilled,Poor,Electrical Cable,544.0,587.99,8.09,Medium,96778.0,0.42,0.05,0.1
PRJ-0550,Residential Apartment,Rajasthan,20383,25,11,25,378,Skilled,Average,Structural Steel,18.6,19.3,3.76,Low,52500.0,0.65,0.05,0.2
PRJ-0551,Hospital,Maharashtra,7402,14,7,6,449,Unskilled,Poor,River Sand,73.4,92.48,25.99,High,34344.0,0.78,0.9,0.9
PRJ-0552,Residential Apartment,West Bengal,21012,30,4,6,412,Skilled,Good,OPC Cement,33.2,37.19,12.02,Medium,1516.0,0.62,0.05,0.7
PRJ-0553,School/College,Haryana,9036,11,3,18,98,Unskilled,Average,Coarse Aggregate,176.5,197.05,11.64,Medium,24660.0,0.71,0.0,0.5
PRJ-0554,Road & Highway,West Bengal,34985,18,2,18,236,Skilled,Average,Fly Ash Bricks,111.0,126.34,13.82,Medium,123.0,0.62,0.0,0.6
PRJ-0555,Industrial Warehouse,Bihar,5783,13,10,1,125,Semi-skilled,Average,Plywood,737.0,955.37,29.63,High,20745.0,0.45,0.2,0.8
PRJ-0556,Road & Highway,Haryana,49208,33,2,11,174,Semi-skilled,Average,Paint,1479.0,1590.03,7.51,Medium,31088.0,0.71,0.0,0.1
PRJ-0557,Residential Apartment,Tamil Nadu,13756,36,5,19,332,Expert,Average,Structural Steel,229.4,232.73,1.45,Low,249750.0,0.75,0.15,0.2
PRJ-0558,Industrial Warehouse,Tamil Nadu,6570,22,10,7,21,Unskilled,Excellent,HDPE Pipes,7388.0,7958.16,7.72,Medium,256572.0,0.75,0.2,0.1
PRJ-0559,Industrial Warehouse,Rajasthan,10198,24,4,24,417,Unskilled,Good,TMT Steel,126.8,132.85,4.77,Low,375100.0,0.65,0.05,0.3
PRJ-0560,Industrial Warehouse,Odisha,12113,10,12,15,391,Semi-skilled,Average,HDPE Pipes,1467.0,1561.06,6.41,Medium,42327.0,0.5,0.0,0.1
PRJ-0561,Residential Apartment,Bihar,14350,32,11,9,359,Unskilled,Poor,Plywood,1063.0,1525.02,43.46,High,43892.0,0.45,0.05,0.8
PRJ-0562,School/College,Telangana,2686,20,1,21,455,Unskilled,Good,Paint,1876.0,2010.68,7.18,Medium,37710.0,0.7,0.0,0.1
PRJ-0563,Industrial Warehouse,Haryana,9372,10,11,11,20,Unskilled,Average,TMT Steel,52.0,56.02,7.72,Medium,249240.0,0.71,0.05,0.3
PRJ-0564,Commercial Complex,West Bengal,21630,16,1,14,342,Unskilled,Average,TMT Steel,55.8,58.57,4.97,Low,171740.0,0.62,0.0,0.3
PRJ-0565,Road & Highway,Maharashtra,46228,52,9,2,285,Semi-skilled,Good,OPC Cement,14.7,16.2,10.19,Medium,570.0,0.78,0.6,0.7
PRJ-0566,Hospital,Karnataka,3461,24,7,6,327,Expert,Average,Plywood,1611.0,1936.3,20.19,High,30903.0,0.72,0.9,0.8
PRJ-0567,Bridge Construction,Jharkhand,39509,38,5,25,35,Semi-skilled,Poor,River Sand,77.8,91.46,17.55,High,24588.0,0.42,0.15,0.9
PRJ-0568,School/College,Madhya Pradesh,10493,18,11,19,114,Semi-skilled,Average,Fly Ash Bricks,1620.0,1845.44,13.92,Medium,1804.0,0.55,0.05,0.6
PRJ-0569,Commercial Complex,Tamil Nadu,19689,12,7,14,499,Semi-skilled,Poor,Vitrified Tiles,826.0,959.64,16.18,High,86866.0,0.75,0.9,0.2
PRJ-0570,Data Center,Jharkhand,3809,23,2,13,220,Unskilled,Average,HDPE Pipes,4378.0,4681.59,6.93,Medium,136616.0,0.42,0.0,0.1
PRJ-0571,Industrial Warehouse,Jharkhand,4933,11,1,15,49,Semi-skilled,Good,Structural Steel,92.5,95.5,3.24,Low,225000.0,0.42,0.0,0.2
PRJ-0572,Road & Highway,Kerala,23390,35,5,7,186,Skilled,Average,Plywood,7147.0,9134.07,27.8,High,188772.0,0.68,0.15,0.8
PRJ-0573,Industrial Warehouse,Kerala,6472,24,5,22,440,Skilled,Good,OPC Cement,63.7,68.02,6.78,Medium,1642.0,0.68,0.15,0.7
PRJ-0574,Industrial Warehouse,Maharashtra,13228,17,12,26,358,Expert,Poor,River Sand,6.6,7.4,12.07,Medium,1440.0,0.78,0.0,0.9
PRJ-0575,Metro Rail,Gujarat,44103,19,7,19,66,Expert,Poor,Coarse Aggregate,349.0,377.49,8.16,Medium,34188.0,0.82,0.9,0.5
PRJ-0576,Hospital,Uttar Pradesh,1146,13,4,18,485,Unskilled,Average,Paint,344.0,365.92,6.37,Medium,6138.0,0.58,0.05,0.1
PRJ-0577,Residential Apartment,Gujarat,14344,32,10,25,249,Unskilled,Excellent,Fly Ash Bricks,180.0,207.99,15.55,High,224.0,0.82,0.2,0.6
PRJ-0578,Road & Highway,Bihar,13713,37,6,2,200,Unskilled,Good,Structural Steel,14.9,15.67,5.14,Medium,57750.0,0.45,0.7,0.2
PRJ-0579,Bridge Construction,Madhya Pradesh,39916,46,2,26,208,Skilled,Average,TMT Steel,17.3,18.09,4.58,Low,48980.0,0.55,0.0,0.3
PRJ-0580,Road & Highway,Jharkhand,22824,50,7,18,95,Unskilled,Good,Vitrified Tiles,50.0,53.06,6.12,Medium,1989.0,0.42,0.9,0.2
PRJ-0581,Hospital,West Bengal,9483,19,4,9,500,Semi-skilled,Average,Coarse Aggregate,22.4,25.03,11.76,Medium,3156.0,0.62,0.05,0.5
PRJ-0582,Industrial Warehouse,Gujarat,1629,20,7,13,433,Semi-skilled,Good,HDPE Pipes,373.0,397.71,6.62,Medium,11119.0,0.82,0.9,0.1
PRJ-0583,Data Center,Rajasthan,2207,12,10,12,317,Unskilled,Good,Plywood,349.0,441.57,26.53,High,8794.0,0.65,0.2,0.8
PRJ-0584,Industrial Warehouse,Karnataka,1827,16,12,6,329,Semi-skilled,Poor,Structural Steel,212.1,223.26,5.26,Medium,837000.0,0.72,0.0,0.2
PRJ-0585,Industrial Warehouse,Maharashtra,7831,20,7,3,252,Expert,Average,Structural Steel,29.7,31.2,5.07,Medium,112500.0,0.78,0.9,0.2
PRJ-0586,Industrial Warehouse,Gujarat,7176,12,6,19,488,Semi-skilled,Good,Paint,1611.0,1678.84,4.21,Low,18995.0,0.82,0.7,0.1
PRJ-0587,School/College,Gujarat,6252,23,4,28,224,Semi-skilled,Average,Electrical Cable,528.0,569.06,7.78,Medium,90332.0,0.82,0.05,0.1
PRJ-0588,Hospital,Telangana,7097,21,3,1,174,Unskilled,Average,River Sand,43.4,53.07,22.29,High,17406.0,0.7,0.0,0.9
PRJ-0589,Residential Apartment,Madhya Pradesh,21923,19,5,4,187,Unskilled,Average,Coarse Aggregate,53.2,58.96,10.82,Medium,6912.0,0.55,0.15,0.5
PRJ-0590,Commercial Complex,Karnataka,15187,12,3,1,22,Skilled,Average,TMT Steel,148.6,156.35,5.21,Medium,480500.0,0.72,0.0,0.3
PRJ-0591,Hospital,Haryana,3405,10,7,26,176,Semi-skilled,Good,TMT Steel,31.6,32.7,3.49,Low,68200.0,0.71,0.9,0.3
PRJ-0592,Bridge Construction,Punjab,9634,31,10,10,80,Unskilled,Average,Vitrified Tiles,1592.0,1775.27,11.51,Medium,119125.0,0.74,0.2,0.2
PRJ-0593,Hospital,Uttar Pradesh,11413,23,3,5,36,Semi-skilled,Average,Plywood,48.0,54.47,13.48,Medium,615.0,0.58,0.0,0.8
PRJ-0594,Metro Rail,Jharkhand,30149,37,11,6,400,Skilled,Excellent,River Sand,37.7,43.31,14.89,Medium,10098.0,0.42,0.05,0.9
PRJ-0595,Bridge Construction,Haryana,26594,57,1,23,352,Unskilled,Average,Coarse Aggregate,70.0,76.41,9.16,Medium,7692.0,0.71,0.0,0.5
PRJ-0596,Metro Rail,Jharkhand,7030,54,4,30,268,Expert,Average,OPC Cement,31.4,33.6,7.0,Medium,836.0,0.42,0.05,0.7
PRJ-0597,Bridge Construction,Madhya Pradesh,31258,26,10,30,500,Semi-skilled,Excellent,HDPE Pipes,2031.0,2149.76,5.85,Medium,53442.0,0.55,0.2,0.1
PRJ-0598,Residential Apartment,Kerala,15182,29,6,5,470,Unskilled,Average,AAC Blocks,299.0,330.23,10.44,Medium,1718.0,0.68,0.7,0.2
PRJ-0599,Road & Highway,Kerala,34397,57,1,14,229,Unskilled,Average,Vitrified Tiles,103.0,116.35,12.96,Medium,8677.0,0.68,0.0,0.2
PRJ-0600,Metro Rail,West Bengal,47705,59,3,25,168,Skilled,Poor,Coarse Aggregate,11.0,11.71,6.48,Medium,852.0,0.62,0.0,0.5
PRJ-0601,Bridge Construction,West Bengal,12898,28,5,11,135,Expert,Good,Electrical Cable,880.0,949.08,7.85,Medium,151976.0,0.62,0.15,0.1
PRJ-0602,Metro Rail,Jharkhand,11352,18,7,2,274,Semi-skilled,Poor,River Sand,56.9,74.44,30.82,High,31572.0,0.42,0.9,0.9
PRJ-0603,Commercial Complex,West Bengal,4035,19,6,14,64,Skilled,Good,River Sand,38.0,44.4,16.83,High,11520.0,0.62,0.7,0.9
PRJ-0604,Residential Apartment,Karnataka,12928,31,12,24,447,Semi-skilled,Good,Vitrified Tiles,459.0,485.67,5.81,Medium,17336.0,0.72,0.0,0.2
PRJ-0605,Road & Highway,Madhya Pradesh,17673,31,8,15,40,Unskilled,Good,Fly Ash Bricks,871.0,1020.32,17.14,High,1195.0,0.55,0.85,0.6
PRJ-0606,Bridge Construction,Rajasthan,23783,53,8,20,20,Skilled,Average,TMT Steel,73.1,76.94,5.26,Medium,238080.0,0.65,0.85,0.3
PRJ-0607,Hospital,Punjab,7815,12,9,25,135,Unskilled,Poor,TMT Steel,64.4,70.44,9.38,Medium,374480.0,0.74,0.6,0.3
PRJ-0608,Hospital,Bihar,2248,10,6,26,261,Semi-skilled,Excellent,Paint,1053.0,1097.13,4.19,Low,12356.0,0.45,0.7,0.1
PRJ-0609,School/College,Jharkhand,2471,23,6,23,142,Expert,Poor,HDPE Pipes,2284.0,2448.81,7.22,Medium,74164.0,0.42,0.7,0.1
PRJ-0610,Metro Rail,Tamil Nadu,28047,42,5,7,150,Unskilled,Good,HDPE Pipes,978.0,1042.69,6.61,Medium,29111.0,0.75,0.15,0.1
PRJ-0611,Metro Rail,Madhya Pradesh,27564,40,1,18,399,Unskilled,Good,OPC Cement,15.2,17.14,12.74,Medium,737.0,0.55,0.0,0.7
PRJ-0612,Metro Rail,Haryana,22076,35,8,23,429,Semi-skilled,Good,Coarse Aggregate,25.0,27.04,8.17,Medium,2448.0,0.71,0.85,0.5
PRJ-0613,Commercial Complex,Haryana,3536,32,7,16,440,Semi-skilled,Poor,TMT Steel,90.7,98.92,9.06,Medium,509640.0,0.71,0.9,0.3
PRJ-0614,Road & Highway,Haryana,25413,38,1,29,179,Unskilled,Average,TMT Steel,249.0,262.25,5.32,Medium,821500.0,0.71,0.0,0.3
PRJ-0615,Road & Highway,Telangana,40778,27,12,6,61,Skilled,Poor,Coarse Aggregate,43.4,48.22,11.1,Medium,5784.0,0.7,0.0,0.5
PRJ-0616,Data Center,Bihar,13569,9,3,8,283,Unskilled,Good,HDPE Pipes,2065.0,2214.97,7.26,Medium,67486.0,0.45,0.0,0.1
PRJ-0617,Data Center,Kerala,11294,8,5,22,247,Semi-skilled,Poor,Structural Steel,98.8,103.47,4.73,Low,350250.0,0.68,0.15,0.2
PRJ-0618,Metro Rail,Karnataka,27147,23,10,29,215,Unskilled,Average,Vitrified Tiles,2951.0,3226.03,9.32,Medium,178770.0,0.72,0.2,0.2
PRJ-0619,Road & Highway,Jharkhand,20514,39,4,24,233,Unskilled,Poor,Coarse Aggregate,14.4,15.82,9.87,Medium,1704.0,0.42,0.05,0.5
PRJ-0620,Hospital,Rajasthan,14926,8,5,17,484,Semi-skilled,Poor,Structural Steel,30.9,32.21,4.25,Low,98250.0,0.65,0.15,0.2
PRJ-0621,Hospital,Maharashtra,12793,23,9,2,325,Unskilled,Excellent,Paint,1803.0,1916.96,6.32,Medium,31909.0,0.78,0.6,0.1
PRJ-0622,Commercial Complex,Telangana,22156,14,12,18,449,Semi-skilled,Good,Fly Ash Bricks,1869.0,2052.06,9.79,Medium,1464.0,0.7,0.0,0.6
PRJ-0623,Road & Highway,Tamil Nadu,18087,27,2,26,219,Unskilled,Poor,HDPE Pipes,2667.0,2905.39,8.94,Medium,107275.0,0.75,0.0,0.1
PRJ-0624,Bridge Construction,Madhya Pradesh,41757,21,6,11,103,Skilled,Poor,Plywood,252.0,323.07,28.2,High,6752.0,0.55,0.7,0.8
PRJ-0625,Commercial Complex,Tamil Nadu,23502,24,10,2,171,Expert,Good,Plywood,326.0,375.15,15.08,High,4669.0,0.75,0.2,0.8
PRJ-0626,Industrial Warehouse,Karnataka,6137,15,1,20,483,Semi-skilled,Poor,Electrical Cable,1226.0,1341.75,9.44,Medium,254650.0,0.72,0.0,0.1
