order_id,order_date,month,day_of_week,quarter,is_festival_period,material_type,supplier_tier,origin_state,destination_state,distance_km,order_quantity,promised_lead_days,monsoon_intensity,monsoon_sensitivity,dest_logistics_score,orig_logistics_score,dest_monsoon_severity,supplier_reliability,past_delay_rate,delay_probability,is_delayed,actual_delay_days,vehicle_type,temperature,humidity,traffic_status,waiting_time,inventory_level,asset_utilization,demand_forecast,order_value_inr,road_quality,supplier_capacity,fuel_price_index,driver_experience
ORD-01446,2025-12-26,12,4,4,1,Coarse Aggregate,Tier 2 (Regional Distributor),Punjab,Maharashtra,307,20.0,6,0.0,0.5,0.78,0.74,0.8,0.72,0.321,0.443,0,0,Mini Truck,29.2,49.0,Moderate,53,705,94.6,214,24000.0,0.76,76,89.73,22
ORD-01447,2024-09-23,9,0,3,0,Electrical Cable,Tier 1 (Large Manufacturer),Telangana,Maharashtra,1255,325.0,23,0.6,0.1,0.78,0.7,0.8,0.88,0.175,0.474,0,0,Mini Truck,37.5,64.9,Moderate,53,768,66.7,999,715000.0,0.74,70,103.54,11
ORD-01448,2024-02-18,2,6,1,0,Coarse Aggregate,Tier 2 (Regional Distributor),Haryana,Gujarat,509,42.0,7,0.0,0.5,0.82,0.71,0.4,0.72,0.294,0.327,0,0,Truck,30.1,65.4,Clear,40,830,93.8,573,50400.0,0.76,73,100.76,17
ORD-01449,2025-05-13,5,1,2,0,TMT Steel,Tier 1 (Large Manufacturer),Uttar Pradesh,Jharkhand,1109,21.5,18,0.15,0.3,0.42,0.58,0.7,0.88,0.048,0.464,0,0,Truck,34.3,41.6,Moderate,50,303,86.0,710,1333000.0,0.5,99,101.14,12
ORD-01450,2023-05-10,5,2,2,0,Coarse Aggregate,Tier 1 (Large Manufacturer),Odisha,Jharkhand,943,17.9,9,0.15,0.5,0.42,0.5,0.7,0.88,0.027,0.468,0,0,Truck,36.2,35.1,Moderate,39,481,77.3,836,21480.0,0.46,58,96.87,2
ORD-01451,2023-04-01,4,5,2,0,Structural Steel,Tier 3 (Local Supplier),Tamil Nadu,Jharkhand,206,18.1,21,0.05,0.2,0.42,0.75,0.7,0.55,0.551,0.512,1,9,Trailer,39.4,43.8,Moderate,48,363,56.6,281,1357500.0,0.58,75,102.22,15
ORD-01452,2024-01-24,1,2,1,0,Vitrified Tiles,Tier 1 (Large Manufacturer),Haryana,Madhya Pradesh,1258,460.0,25,0.0,0.2,0.55,0.71,0.5,0.88,0.158,0.608,1,13,Container,18.9,62.9,Detour,51,868,81.4,661,299000.0,0.63,81,108.74,9
ORD-01453,2023-09-05,9,1,3,0,Coarse Aggregate,Tier 1 (Large Manufacturer),Tamil Nadu,Uttar Pradesh,902,79.2,9,0.6,0.5,0.58,0.75,0.6,0.88,0.063,0.444,0,0,Trailer,34.9,93.3,Moderate,34,544,65.8,586,95040.0,0.67,96,96.62,17
ORD-01454,2025-04-03,4,3,2,0,Plywood,Tier 2 (Regional Distributor),Maharashtra,Bihar,1048,1288.0,12,0.05,0.8,0.45,0.78,0.7,0.72,0.284,0.505,0,0,Truck,23.5,53.0,Moderate,25,437,55.9,945,122360.0,0.61,84,87.98,17
ORD-01455,2023-05-16,5,1,2,0,Plywood,Tier 2 (Regional Distributor),Kerala,Telangana,721,1177.0,10,0.15,0.8,0.7,0.68,0.6,0.72,0.364,0.477,0,0,Trailer,22.9,82.5,Moderate,49,873,63.3,367,111815.0,0.69,58,98.94,24
ORD-01456,2024-03-23,3,5,1,0,Structural Steel,Tier 2 (Regional Distributor),Odisha,Telangana,549,36.7,22,0.0,0.2,0.7,0.5,0.6,0.72,0.277,0.651,1,6,Container,27.3,67.1,Detour,47,986,94.0,189,2752500.0,0.6,75,108.54,4
ORD-01457,2023-07-28,7,4,3,0,Paint,Tier 3 (Local Supplier),Odisha,Haryana,426,565.0,6,0.9,0.1,0.71,0.5,0.5,0.55,0.486,0.445,0,0,Truck,24.9,56.3,Moderate,32,658,96.1,545,158200.0,0.6,88,103.33,8
ORD-01458,2023-07-14,7,4,3,0,Vitrified Tiles,Tier 2 (Regional Distributor),Kerala,Punjab,1142,634.0,24,0.9,0.2,0.74,0.68,0.5,0.72,0.425,0.607,1,3,Container,37.1,66.4,Detour,52,829,91.5,955,412100.0,0.71,78,96.56,6
ORD-01459,2023-09-30,9,5,3,0,AAC Blocks,Tier 1 (Large Manufacturer),Kerala,Odisha,1081,234.0,16,0.6,0.2,0.5,0.68,0.8,0.88,0.232,0.72,1,14,Trailer,32.7,90.0,Detour,47,834,98.3,736,12870.0,0.59,86,95.31,19
ORD-01460,2025-09-14,9,6,3,0,OPC Cement,Tier 2 (Regional Distributor),Maharashtra,Telangana,678,66.8,7,0.6,0.7,0.7,0.78,0.6,0.72,0.318,0.493,0,0,Container,32.7,47.3,Moderate,45,502,98.6,483,25384.0,0.74,53,97.7,24
ORD-01461,2024-04-21,4,6,2,0,HDPE Pipes,Tier 3 (Local Supplier),Punjab,Maharashtra,293,281.0,16,0.05,0.1,0.78,0.74,0.8,0.55,0.551,0.478,0,0,Truck,31.3,75.1,Moderate,50,895,70.8,260,126450.0,0.76,62,82.27,4
ORD-01462,2023-09-12,9,1,3,0,Fly Ash Bricks,Tier 1 (Large Manufacturer),Punjab,Bihar,1395,123.0,15,0.6,0.6,0.45,0.74,0.7,0.88,0.022,0.529,1,27,Truck,39.2,74.1,Moderate,46,588,63.0,297,984.0,0.59,93,94.35,16
ORD-01463,2023-05-03,5,2,2,0,River Sand,Tier 2 (Regional Distributor),West Bengal,Rajasthan,1558,17.1,13,0.15,0.9,0.65,0.62,0.3,0.72,0.418,0.496,0,0,Truck,31.2,38.0,Moderate,41,455,88.9,736,30780.0,0.64,89,97.73,13
ORD-01464,2024-02-23,2,4,1,0,Plywood,Tier 1 (Large Manufacturer),Gujarat,Haryana,1598,207.0,14,0.0,0.8,0.71,0.82,0.5,0.88,0.196,0.48,0,0,Container,28.9,62.0,Moderate,38,396,55.4,442,19665.0,0.76,70,92.68,13
ORD-01465,2024-11-04,11,0,4,0,River Sand,Tier 2 (Regional Distributor),Uttar Pradesh,Kerala,465,32.7,8,0.05,0.9,0.68,0.58,0.95,0.72,0.211,0.56,1,25,Mini Truck,39.3,67.8,Detour,47,295,87.3,842,58860.0,0.63,87,102.26,24
ORD-01466,2025-04-29,4,1,2,0,Plywood,Tier 2 (Regional Distributor),Odisha,Maharashtra,420,245.0,9,0.05,0.8,0.78,0.5,0.8,0.72,0.316,0.589,1,39,Truck,20.3,50.6,Detour,48,803,99.6,908,23275.0,0.64,54,85.91,6
ORD-01467,2024-11-09,11,5,4,0,AAC Blocks,Tier 1 (Large Manufacturer),Gujarat,Madhya Pradesh,799,420.0,14,0.05,0.2,0.55,0.82,0.5,0.88,0.085,0.558,1,40,Mini Truck,28.5,76.5,Detour,48,975,73.2,879,23100.0,0.69,50,115.6,1
ORD-01468,2024-05-23,5,3,2,0,Plywood,Tier 3 (Local Supplier),Punjab,Gujarat,615,220.0,10,0.15,0.8,0.82,0.74,0.4,0.55,0.617,0.624,1,9,Container,29.9,66.7,Detour,65,893,99.8,774,20900.0,0.78,60,106.06,4
ORD-01469,2024-01-11,1,3,1,0,Electrical Cable,Tier 3 (Local Supplier),Maharashtra,Tamil Nadu,1235,536.0,23,0.0,0.1,0.75,0.78,0.7,0.55,0.393,0.493,1,8,Container,26.5,63.2,Moderate,33,738,79.3,505,1179200.0,0.77,51,96.7,6
ORD-01470,2024-01-30,1,1,1,0,TMT Steel,Tier 3 (Local Supplier),Karnataka,Gujarat,311,85.8,14,0.0,0.3,0.82,0.72,0.4,0.55,0.394,0.438,0,0,Truck,36.2,88.3,Moderate,42,326,61.6,146,5319600.0,0.77,61,88.73,12
ORD-01471,2024-02-23,2,4,1,0,Coarse Aggregate,Tier 3 (Local Supplier),Tamil Nadu,Bihar,1760,137.1,13,0.0,0.5,0.45,0.75,0.7,0.55,0.426,0.629,1,18,Container,28.5,35.8,Detour,47,229,55.1,545,164520.0,0.6,77,100.8,10
ORD-01472,2024-02-09,2,4,1,0,Coarse Aggregate,Tier 2 (Regional Distributor),Karnataka,Telangana,571,14.8,7,0.0,0.5,0.7,0.72,0.6,0.72,0.068,0.351,0,0,Truck,40.0,81.7,Moderate,36,518,58.2,213,17760.0,0.71,69,88.72,19
ORD-01473,2025-07-07,7,0,3,0,Plywood,Tier 1 (Large Manufacturer),Rajasthan,Jharkhand,642,762.0,10,0.9,0.8,0.42,0.65,0.7,0.88,0.127,0.672,1,36,Container,20.3,51.7,Detour,62,239,57.6,675,72390.0,0.54,79,105.26,5
ORD-01474,2025-01-06,1,0,1,0,Structural Steel,Tier 2 (Regional Distributor),Karnataka,West Bengal,1112,11.2,25,0.0,0.2,0.62,0.72,0.8,0.72,0.302,0.433,0,0,Container,22.0,36.3,Moderate,33,379,82.4,865,840000.0,0.67,78,106.89,7
ORD-01475,2025-06-06,6,4,2,0,River Sand,Tier 2 (Regional Distributor),Maharashtra,Odisha,1634,9.8,14,0.7,0.9,0.5,0.78,0.8,0.72,0.363,0.634,1,45,Container,33.4,80.5,Detour,71,815,59.4,608,17640.0,0.64,95,95.38,21
ORD-01476,2023-06-20,6,1,2,0,Fly Ash Bricks,Tier 3 (Local Supplier),Madhya Pradesh,Karnataka,1089,227.0,14,0.7,0.6,0.72,0.55,0.7,0.55,0.482,0.62,1,1,Truck,24.9,92.3,Detour,48,998,93.8,866,1816.0,0.64,84,100.28,21
ORD-01477,2025-08-07,8,3,3,0,Fly Ash Bricks,Tier 2 (Regional Distributor),Rajasthan,Bihar,876,17.0,13,0.85,0.6,0.45,0.65,0.7,0.72,0.311,0.575,1,1,Container,23.3,61.8,Detour,54,494,84.4,495,136.0,0.55,76,103.99,4
ORD-01478,2023-10-07,10,5,4,0,Paint,Tier 2 (Regional Distributor),Gujarat,Karnataka,678,2124.0,7,0.2,0.1,0.72,0.82,0.7,0.72,0.296,0.627,1,28,Truck,38.4,80.0,Detour,50,136,93.0,138,594720.0,0.77,94,96.5,15
ORD-01479,2025-10-22,10,2,4,1,Paint,Tier 3 (Local Supplier),Uttar Pradesh,West Bengal,984,259.0,8,0.2,0.1,0.62,0.58,0.8,0.55,0.396,0.748,1,17,Container,38.1,63.6,Detour,58,562,70.0,104,72520.0,0.6,73,91.48,5
ORD-01480,2025-03-19,3,2,1,0,Paint,Tier 2 (Regional Distributor),Bihar,West Bengal,309,1237.0,5,0.0,0.1,0.62,0.45,0.8,0.72,0.27,0.508,0,0,Trailer,31.4,89.5,Moderate,50,969,67.5,205,346360.0,0.54,71,101.54,14
ORD-01481,2023-05-26,5,4,2,0,Structural Steel,Tier 1 (Large Manufacturer),Haryana,Tamil Nadu,1660,100.4,28,0.15,0.2,0.75,0.71,0.7,0.88,0.14,0.724,1,7,Container,21.1,37.4,Detour,43,218,60.3,502,7530000.0,0.73,91,111.44,13
ORD-01482,2023-11-29,11,2,4,0,Coarse Aggregate,Tier 2 (Regional Distributor),Rajasthan,Odisha,636,32.5,8,0.05,0.5,0.5,0.65,0.8,0.72,0.329,0.757,1,4,Trailer,30.5,50.4,Heavy,60,200,96.4,292,39000.0,0.57,94,106.34,24
ORD-01483,2025-09-27,9,5,3,0,Plywood,Tier 3 (Local Supplier),Uttar Pradesh,Punjab,177,315.0,8,0.6,0.8,0.74,0.58,0.5,0.55,0.494,0.628,1,10,Mini Truck,33.1,79.5,Detour,50,975,76.1,310,29925.0,0.66,75,87.52,5
ORD-01484,2025-05-18,5,6,2,0,Paint,Tier 1 (Large Manufacturer),Gujarat,West Bengal,1649,1577.0,12,0.15,0.1,0.62,0.82,0.8,0.88,0.097,0.59,1,7,Mini Truck,39.6,77.3,Detour,45,648,74.5,210,441560.0,0.72,70,102.42,18
ORD-01485,2025-01-10,1,4,1,0,Plywood,Tier 3 (Local Supplier),Kerala,Maharashtra,1668,202.0,15,0.0,0.8,0.78,0.68,0.8,0.55,0.586,0.733,1,3,Truck,24.1,67.8,Detour,58,247,90.9,204,19190.0,0.73,81,113.53,4
ORD-01486,2025-07-21,7,0,3,0,Plywood,Tier 1 (Large Manufacturer),Rajasthan,Gujarat,1430,205.0,14,0.9,0.8,0.82,0.65,0.4,0.88,0.236,0.512,0,0,Truck,30.7,93.6,Moderate,33,931,74.3,156,19475.0,0.73,61,98.62,8
ORD-01487,2023-07-09,7,6,3,0,Plywood,Tier 3 (Local Supplier),Haryana,Bihar,1534,175.0,14,0.9,0.8,0.45,0.71,0.7,0.55,0.443,0.766,1,4,Container,22.2,78.2,Heavy,51,256,67.8,561,16625.0,0.58,54,90.07,13
ORD-01488,2023-06-14,6,2,2,0,HDPE Pipes,Tier 1 (Large Manufacturer),Haryana,Bihar,1127,973.0,20,0.7,0.1,0.45,0.71,0.7,0.88,0.051,0.539,1,4,Truck,36.8,90.2,Moderate,56,993,96.5,593,437850.0,0.58,56,94.52,2
ORD-01489,2024-06-01,6,5,2,0,Paint,Tier 2 (Regional Distributor),Madhya Pradesh,Madhya Pradesh,165,383.0,5,0.7,0.1,0.55,0.55,0.5,0.72,0.39,0.544,1,24,Container,20.3,56.0,Moderate,34,672,83.1,962,107240.0,0.55,70,97.37,16
ORD-01490,2025-04-22,4,1,2,0,Paint,Tier 1 (Large Manufacturer),Tamil Nadu,Kerala,1156,533.0,9,0.05,0.1,0.68,0.75,0.95,0.88,0.083,0.466,1,12,Trailer,36.9,83.0,Moderate,43,423,56.5,256,149240.0,0.72,92,102.94,15
ORD-01491,2024-07-04,7,3,3,0,Paint,Tier 1 (Large Manufacturer),Haryana,Punjab,1786,365.0,12,0.9,0.1,0.74,0.71,0.5,0.88,0.154,0.488,0,0,Container,35.7,90.6,Moderate,50,707,96.2,357,102200.0,0.72,93,105.96,17
ORD-01492,2023-01-14,1,5,1,1,River Sand,Tier 2 (Regional Distributor),Maharashtra,Tamil Nadu,1712,24.3,14,0.0,0.9,0.75,0.78,0.7,0.72,0.173,0.54,1,1,Mini Truck,27.6,61.5,Moderate,44,984,92.8,345,43740.0,0.77,58,96.66,19
ORD-01493,2025-05-05,5,0,2,0,HDPE Pipes,Tier 2 (Regional Distributor),Kerala,Rajasthan,1653,1059.0,23,0.15,0.1,0.65,0.68,0.3,0.72,0.26,0.379,0,0,Container,27.2,42.6,Moderate,50,266,98.7,834,476550.0,0.67,87,107.99,5
ORD-01494,2025-02-06,2,3,1,0,River Sand,Tier 3 (Local Supplier),Karnataka,Gujarat,234,73.1,7,0.0,0.9,0.82,0.72,0.4,0.55,0.372,0.393,0,0,Container,23.9,52.2,Moderate,64,792,80.8,234,131580.0,0.77,84,81.12,23
ORD-01495,2023-08-14,8,0,3,0,Electrical Cable,Tier 3 (Local Supplier),Jharkhand,Gujarat,1202,134.0,23,0.85,0.1,0.82,0.42,0.4,0.55,0.499,0.535,1,31,Truck,28.3,89.8,Moderate,43,562,79.1,747,294800.0,0.62,78,92.31,19
ORD-01496,2024-01-10,1,2,1,0,Coarse Aggregate,Tier 2 (Regional Distributor),Haryana,Jharkhand,329,32.1,6,0.0,0.5,0.42,0.71,0.7,0.72,0.178,0.573,1,4,Container,25.5,79.5,Detour,47,120,95.7,586,38520.0,0.56,81,106.14,16
ORD-01497,2023-08-12,8,5,3,0,Plywood,Tier 1 (Large Manufacturer),Tamil Nadu,Rajasthan,1342,182.0,13,0.85,0.8,0.65,0.75,0.3,0.88,0.157,0.474,0,0,Mini Truck,26.5,72.5,Moderate,42,257,94.1,326,17290.0,0.7,62,102.63,24
ORD-01498,2024-07-20,7,5,3,0,OPC Cement,Tier 2 (Regional Distributor),Maharashtra,Telangana,1052,32.3,9,0.9,0.7,0.7,0.78,0.6,0.72,0.351,0.779,1,27,Truck,34.5,53.2,Heavy,47,104,61.2,342,12274.0,0.74,55,104.93,4
ORD-01499,2023-07-26,7,2,3,0,TMT Steel,Tier 1 (Large Manufacturer),Rajasthan,Odisha,787,28.4,16,0.9,0.3,0.5,0.65,0.8,0.88,0.151,0.55,1,23,Mini Truck,23.1,65.5,Detour,43,811,71.2,561,1760800.0,0.57,63,107.07,5
ORD-01500,2023-03-27,3,0,1,1,OPC Cement,Tier 1 (Large Manufacturer),Madhya Pradesh,Odisha,1068,42.3,9,0.0,0.7,0.5,0.55,0.8,0.88,0.13,0.533,1,1,Mini Truck,25.4,89.6,Moderate,41,560,81.2,834,16074.0,0.53,92,112.22,13
ORD-01501,2025-12-01,12,0,4,0,Fly Ash Bricks,Tier 2 (Regional Distributor),West Bengal,Odisha,353,379.0,10,0.0,0.6,0.5,0.62,0.8,0.72,0.443,0.549,1,1,Trailer,27.8,67.1,Moderate,45,655,81.4,297,3032.0,0.56,92,98.91,17
ORD-01502,2024-11-20,11,2,4,0,AAC Blocks,Tier 3 (Local Supplier),Haryana,Uttar Pradesh,1778,3638.0,19,0.05,0.2,0.58,0.71,0.6,0.55,0.558,0.636,1,11,Trailer,38.5,90.9,Detour,59,828,69.2,228,200090.0,0.65,53,106.91,12
ORD-01503,2025-01-09,1,3,1,0,Plywood,Tier 2 (Regional Distributor),Bihar,Telangana,533,1486.0,9,0.0,0.8,0.7,0.45,0.6,0.72,0.193,0.618,1,2,Mini Truck,28.7,80.2,Detour,57,909,72.4,471,141170.0,0.57,85,102.26,19
ORD-01504,2024-11-07,11,3,4,0,OPC Cement,Tier 1 (Large Manufacturer),West Bengal,Jharkhand,410,31.0,6,0.05,0.7,0.42,0.62,0.7,0.88,0.123,0.497,0,0,Container,25.2,57.1,Moderate,60,919,83.1,738,11780.0,0.52,75,102.07,1
ORD-01505,2023-10-12,10,3,4,0,TMT Steel,Tier 3 (Local Supplier),Tamil Nadu,Jharkhand,989,35.8,17,0.2,0.3,0.42,0.75,0.7,0.55,0.481,0.736,1,15,Trailer,18.1,59.9,Detour,60,856,74.6,944,2219600.0,0.58,60,102.96,18
ORD-01506,2024-05-24,5,4,2,0,AAC Blocks,Tier 2 (Regional Distributor),Telangana,Kerala,283,305.0,12,0.15,0.2,0.68,0.7,0.95,0.72,0.256,0.538,0,0,Container,34.4,85.0,Moderate,39,777,92.2,306,16775.0,0.69,62,92.98,10
ORD-01507,2024-01-20,1,5,1,0,TMT Steel,Tier 3 (Local Supplier),Jharkhand,Uttar Pradesh,240,91.5,14,0.0,0.3,0.58,0.42,0.6,0.55,0.469,0.608,1,1,Mini Truck,19.3,90.1,Detour,49,294,67.7,979,5673000.0,0.5,65,94.39,9
ORD-01508,2023-04-04,4,1,2,0,Paint,Tier 2 (Regional Distributor),Kerala,West Bengal,840,748.0,8,0.05,0.1,0.62,0.68,0.8,0.72,0.235,0.493,1,23,Truck,28.2,92.6,Moderate,44,884,89.0,537,209440.0,0.65,73,119.5,11
ORD-01509,2025-03-30,3,6,1,1,Paint,Tier 3 (Local Supplier),Odisha,Tamil Nadu,753,1675.0,7,0.0,0.1,0.75,0.5,0.7,0.55,0.402,0.759,1,45,Trailer,34.3,83.8,Heavy,48,196,95.5,146,469000.0,0.62,81,91.44,15
ORD-01510,2025-09-02,9,1,3,0,Plywood,Tier 3 (Local Supplier),Haryana,Tamil Nadu,1430,539.0,14,0.6,0.8,0.75,0.71,0.7,0.55,0.367,0.544,0,0,Container,22.6,64.5,Moderate,47,886,77.3,950,51205.0,0.73,70,97.13,1
ORD-01511,2024-02-04,2,6,1,0,Paint,Tier 1 (Large Manufacturer),Jharkhand,Madhya Pradesh,920,149.0,8,0.0,0.1,0.55,0.42,0.5,0.88,0.194,0.446,1,12,Mini Truck,22.9,79.2,Moderate,30,695,58.5,476,41720.0,0.48,82,97.98,21
ORD-01512,2023-06-28,6,2,2,0,Fly Ash Bricks,Tier 3 (Local Supplier),Madhya Pradesh,Jharkhand,872,999.0,13,0.7,0.6,0.42,0.55,0.7,0.55,0.528,0.626,1,12,Container,29.3,36.4,Detour,52,517,74.3,427,7992.0,0.48,95,115.5,9
ORD-01513,2025-07-02,7,2,3,0,OPC Cement,Tier 2 (Regional Distributor),Kerala,Madhya Pradesh,1791,24.1,12,0.9,0.7,0.55,0.68,0.5,0.72,0.418,0.495,1,6,Truck,24.2,38.2,Moderate,51,779,81.4,724,9158.0,0.61,99,100.11,20
ORD-01514,2023-12-16,12,5,4,0,Plywood,Tier 3 (Local Supplier),Tamil Nadu,Tamil Nadu,154,329.0,8,0.0,0.8,0.75,0.75,0.7,0.55,0.421,0.596,1,1,Container,21.9,76.8,Detour,62,563,64.8,198,31255.0,0.75,72,102.48,10
ORD-01515,2023-03-01,3,2,1,0,River Sand,Tier 2 (Regional Distributor),Haryana,Bihar,788,38.7,9,0.0,0.9,0.45,0.71,0.7,0.72,0.296,0.685,1,12,Trailer,30.8,84.3,Detour,52,242,84.1,983,69660.0,0.58,54,100.51,8
ORD-01516,2024-06-11,6,1,2,0,Plywood,Tier 2 (Regional Distributor),Haryana,Kerala,1226,684.0,13,0.7,0.8,0.68,0.71,0.95,0.72,0.226,0.631,1,22,Mini Truck,31.3,84.0,Detour,42,764,76.7,493,64980.0,0.7,52,103.02,19
ORD-01517,2025-12-30,12,1,4,0,Plywood,Tier 3 (Local Supplier),West Bengal,Tamil Nadu,733,1325.0,10,0.0,0.8,0.75,0.62,0.7,0.55,0.48,0.63,1,30,Trailer,38.7,77.8,Detour,65,345,70.3,599,125875.0,0.69,87,110.67,21
ORD-01518,2023-05-13,5,5,2,0,Plywood,Tier 2 (Regional Distributor),Bihar,Haryana,256,356.0,8,0.15,0.8,0.71,0.45,0.5,0.72,0.227,0.537,0,0,Container,27.3,41.6,Moderate,43,912,88.4,136,33820.0,0.58,74,102.61,9
ORD-01519,2025-06-13,6,4,2,0,Coarse Aggregate,Tier 1 (Large Manufacturer),Rajasthan,Tamil Nadu,358,31.2,6,0.7,0.5,0.75,0.65,0.7,0.88,0.095,0.414,0,0,Trailer,37.3,55.9,Moderate,52,254,65.1,558,37440.0,0.7,51,110.09,19
ORD-01520,2023-07-02,7,6,3,0,AAC Blocks,Tier 3 (Local Supplier),Telangana,Haryana,774,3092.0,14,0.9,0.2,0.71,0.7,0.5,0.55,0.549,0.574,1,10,Truck,36.6,60.1,Detour,46,446,82.5,592,170060.0,0.7,93,110.83,15
ORD-01521,2023-08-26,8,5,3,0,Vitrified Tiles,Tier 2 (Regional Distributor),Karnataka,Jharkhand,1460,372.0,26,0.85,0.2,0.42,0.72,0.7,0.72,0.286,0.657,1,9,Trailer,32.4,58.4,Detour,38,630,99.7,213,241800.0,0.57,74,105.5,6
ORD-01522,2023-01-04,1,2,1,0,Fly Ash Bricks,Tier 1 (Large Manufacturer),Telangana,Madhya Pradesh,277,1093.0,10,0.0,0.6,0.55,0.7,0.5,0.88,0.282,0.53,0,0,Truck,33.7,68.2,Moderate,38,760,93.2,681,8744.0,0.62,85,100.98,13
ORD-01523,2025-05-17,5,5,2,0,AAC Blocks,Tier 2 (Regional Distributor),Odisha,Kerala,1399,487.0,17,0.15,0.2,0.68,0.5,0.95,0.72,0.208,0.514,0,0,Truck,23.2,80.6,Moderate,47,399,90.0,202,26785.0,0.59,63,103.98,24
ORD-01524,2024-03-30,3,5,1,1,OPC Cement,Tier 2 (Regional Distributor),Maharashtra,Madhya Pradesh,1479,26.5,11,0.0,0.7,0.55,0.78,0.5,0.72,0.121,0.436,0,0,Container,34.7,76.1,Moderate,34,315,91.8,125,10070.0,0.67,57,89.77,12
ORD-01525,2024-08-30,8,4,3,0,Coarse Aggregate,Tier 2 (Regional Distributor),Kerala,West Bengal,1186,33.6,10,0.85,0.5,0.62,0.68,0.8,0.72,0.315,0.752,1,45,Truck,33.6,81.5,Heavy,51,136,80.5,415,40320.0,0.65,98,88.4,15
ORD-01526,2023-10-26,10,3,4,1,Paint,Tier 3 (Local Supplier),Jharkhand,Odisha,701,458.0,7,0.2,0.1,0.5,0.42,0.8,0.55,0.356,0.627,1,6,Mini Truck,22.0,48.7,Detour,46,836,57.7,238,128240.0,0.46,84,95.07,8
ORD-01527,2024-09-24,9,1,3,0,HDPE Pipes,Tier 3 (Local Supplier),Tamil Nadu,Rajasthan,914,870.0,19,0.6,0.1,0.65,0.75,0.3,0.55,0.39,0.514,0,0,Container,24.4,66.3,Moderate,45,506,87.4,836,391500.0,0.7,81,91.57,13
ORD-01528,2024-03-17,3,6,1,0,Electrical Cable,Tier 2 (Regional Distributor),Punjab,Bihar,1392,185.0,23,0.0,0.1,0.45,0.74,0.7,0.72,0.337,0.636,1,25,Mini Truck,23.1,94.2,Detour,52,404,69.0,344,407000.0,0.59,65,89.84,5
ORD-01529,2024-11-13,11,2,4,0,River Sand,Tier 3 (Local Supplier),Gujarat,Jharkhand,679,67.6,9,0.05,0.9,0.42,0.82,0.7,0.55,0.484,0.516,0,0,Truck,28.9,37.8,Moderate,48,907,77.0,232,121680.0,0.62,63,107.14,17
ORD-01530,2023-04-18,4,1,2,0,River Sand,Tier 2 (Regional Distributor),Punjab,Bihar,268,18.2,7,0.05,0.9,0.45,0.74,0.7,0.72,0.309,0.668,1,1,Trailer,27.6,76.5,Detour,56,849,85.8,585,32760.0,0.59,50,109.86,11
ORD-01531,2023-11-23,11,3,4,0,TMT Steel,Tier 3 (Local Supplier),Bihar,Uttar Pradesh,1712,59.4,21,0.05,0.3,0.58,0.45,0.6,0.55,0.356,0.568,1,11,Container,19.7,77.9,Detour,42,366,71.3,843,3682800.0,0.52,97,98.57,18
ORD-01532,2024-12-14,12,5,4,0,Structural Steel,Tier 2 (Regional Distributor),Tamil Nadu,Madhya Pradesh,1355,21.8,26,0.0,0.2,0.55,0.75,0.5,0.72,0.408,0.469,0,0,Trailer,35.5,38.9,Moderate,27,813,66.5,153,1635000.0,0.65,85,100.63,22
ORD-01533,2024-02-04,2,6,1,0,Paint,Tier 3 (Local Supplier),Bihar,Tamil Nadu,309,248.0,5,0.0,0.1,0.75,0.45,0.7,0.55,0.463,0.485,1,2,Truck,19.9,52.8,Moderate,46,977,76.0,538,69440.0,0.6,71,108.27,23
ORD-01534,2023-04-21,4,4,2,0,Paint,Tier 2 (Regional Distributor),West Bengal,Kerala,1036,591.0,9,0.05,0.1,0.68,0.62,0.95,0.72,0.318,0.486,0,0,Truck,20.2,74.8,Moderate,44,975,70.2,418,165480.0,0.65,74,106.58,9
ORD-01535,2025-06-23,6,0,2,0,Paint,Tier 2 (Regional Distributor),Rajasthan,Haryana,806,1561.0,8,0.7,0.1,0.71,0.65,0.5,0.72,0.101,0.642,1,26,Truck,38.2,88.0,Detour,34,155,86.5,680,437080.0,0.68,71,106.07,15
ORD-01536,2024-02-05,2,0,1,0,Paint,Tier 3 (Local Supplier),Maharashtra,Uttar Pradesh,1749,20.0,12,0.0,0.1,0.58,0.78,0.6,0.55,0.594,0.831,1,26,Mini Truck,34.7,77.5,Heavy,46,248,96.3,743,5600.0,0.68,53,99.78,6
ORD-01537,2023-10-30,10,0,4,0,Structural Steel,Tier 2 (Regional Distributor),Kerala,Jharkhand,1256,55.2,26,0.2,0.2,0.42,0.68,0.7,0.72,0.259,0.667,1,14,Truck,37.1,49.5,Detour,55,354,95.7,660,4140000.0,0.55,57,92.25,11
ORD-01538,2023-07-16,7,6,3,0,AAC Blocks,Tier 2 (Regional Distributor),Karnataka,Maharashtra,1670,62.0,19,0.9,0.2,0.78,0.72,0.8,0.72,0.35,0.685,1,1,Mini Truck,24.7,82.8,Detour,71,280,61.7,254,3410.0,0.75,92,100.23,24
ORD-01539,2024-11-24,11,6,4,0,Vitrified Tiles,Tier 2 (Regional Distributor),Karnataka,Kerala,1248,918.0,25,0.05,0.2,0.68,0.72,0.95,0.72,0.168,0.568,1,2,Container,34.5,44.0,Detour,37,116,99.6,572,596700.0,0.7,58,113.3,4
